sentence_type,country,msg_type,repeat,mmsi,status,turn,speed,accuracy,lon,lat,course,heading,second,maneuver,raim,radio,ais_version,imo,callsign,shipname,ship_type,to_bow,to_stern,to_port,to_starboard,epfd,month,day,hour,minute,draught,destination,dte
AIVDM,India,1,0,419001470,0,0.0,11.3,False,73.575213,14.027865,341.3,340,36,0,False,49318,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538006490,0,0.0,11.0,False,72.438487,15.050817,150.9,148,2,0,False,82415,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020930,0,0.0,10.9,False,74.83285,11.954608,340.9,342,36,0,False,2257,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,0.0,14.4,True,72.942667,14.176383,132.0,132,38,0,False,49942,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931293,15.276338,175.5,178,38,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Netherlands Antilles,1,0,306213000,0,0.0,12.5,False,70.626278,16.337887,313.8,316,59,0,False,133283,,,,,,,,,,,,,,,,,
AIVDM,Japan,3,0,431938000,0,0.0,14.4,False,69.616495,15.050085,140.8,141,35,0,False,86925,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019156,0,0.0,10.3,False,67.917757,14.704793,319.7,323,34,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.2,True,69.786632,14.626637,130.3,128,38,0,False,115204,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,1,636019156,0,0.0,10.3,False,67.917757,14.704793,319.7,323,34,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636017088,0,0.0,11.7,True,69.460595,15.020343,310.3,311,36,0,False,67004,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.5,True,72.931292,15.276308,176.8,178,39,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001541,0,-0.0,13.4,True,72.97231,15.317142,342.9,343,38,0,False,2246,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004122,8,0.0,10.7,False,73.7625,13.939333,138.0,137,37,0,False,82421,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352898749,0,-4.0,10.7,False,70.32708,15.010328,133.7,135,40,0,False,67009,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636024494,0,-1.0,12.0,True,73.196293,14.936013,337.1,336,17,0,False,67013,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636021737,0,0.0,11.0,True,70.1901,14.24425,308.0,310,38,0,False,49306,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,371290000,0,0.0,14.0,True,69.182487,14.494992,218.0,220,40,0,False,49276,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440438000,0,0.0,11.9,False,73.856667,13.931433,347.0,348,38,0,False,24644,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.8,True,72.93129,15.276282,171.9,178,40,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003951,0,0.0,12.6,True,70.801233,15.9052,319.0,320,40,0,False,49898,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001453,0,0.0,11.1,False,72.735462,16.459895,333.5,336,38,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636022636,0,6.0,8.6,False,72.54556,18.298762,348.2,349,39,0,False,99815,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,373562000,0,0.0,10.9,True,74.071137,14.02098,346.8,345,31,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,1,209559000,0,0.0,17.7,True,64.735543,16.039562,32.6,33,40,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,1,209559000,0,0.0,17.7,True,64.735543,16.039562,32.6,33,40,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,257394000,0,0.0,13.0,True,73.0557,14.606383,340.0,341,41,0,False,49770,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.5,True,72.931293,15.276257,173.0,178,41,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Greece,1,0,241959000,0,1.0,13.2,True,67.544085,19.057792,316.4,319,39,0,False,99847,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,1,630001194,0,0.0,16.2,True,72.977583,15.724103,168.4,168,40,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,5,0,431938000,,,,,,,,,,,,,2,9535058,7KJY,HAKUSAN,80,283,50,35,25,1,10,28,7,0,20.3,JP KII,False
AIVDM,South Korea,1,1,440163000,8,0.0,12.8,True,71.174913,15.83115,136.5,139,39,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018102,0,0.0,12.3,False,72.933795,14.377757,155.2,152,42,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,1,440163000,8,0.0,12.8,True,71.174913,15.83115,136.5,139,39,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.6,False,72.030338,15.942328,147.6,148,2,0,False,82572,,,,,,,,,,,,,,,,,
AIVDM,Barbados,1,0,314876000,0,0.0,11.6,True,70.158285,13.805793,66.1,67,39,0,False,49498,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931293,15.276227,171.3,178,42,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,566510000,0,-1.0,13.9,True,72.858017,16.112447,343.5,345,42,0,False,67116,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,563361000,0,0.0,17.6,False,72.030338,15.942328,147.6,148,2,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,0,210540000,0,-0.0,12.8,True,69.428635,18.995342,298.7,297,40,0,False,2260,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,2.0,15.4,False,70.924293,18.401217,115.7,116,40,0,False,34362,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,566510000,0,-1.0,13.9,True,72.858017,16.112447,343.5,345,42,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931295,15.276197,172.1,178,43,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,1,235335000,0,0.0,16.3,True,71.779853,16.524552,153.0,150,37,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538007463,0,-1.0,11.9,False,71.816988,15.63491,336.3,336,42,0,False,49703,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015170,0,0.0,10.2,False,70.933927,17.122508,85.1,86,44,0,False,155716,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,1,235335000,0,0.0,16.3,True,71.779853,16.524552,153.0,150,37,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,5,0,352898749,,,,,,,,,,,,,1,9443384,3E2037,LUCKY HONG,70,157,23,22,6,1,10,21,15,0,10.2,SG SIN,False
AIVDM,Marshall Islands,1,0,538005426,3,0.0,9.5,False,73.180827,13.950305,63.2,63,44,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,0.0,14.4,True,72.942917,14.176167,132.0,132,43,0,False,115477,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563286100,0,0.0,0.5,False,68.584692,21.49726,202.7,259,44,0,False,67179,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004155,0,0.0,13.9,True,73.551255,12.810265,146.0,149,41,0,False,34415,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.5,True,72.931298,15.276167,175.4,178,44,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,229716000,0,0.0,12.3,False,72.470773,13.964688,318.3,321,41,0,False,99963,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477242800,0,0.0,13.7,True,67.060255,16.043988,142.3,142,42,0,False,82238,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538009790,0,0.0,11.1,True,72.11465,15.218717,326.0,328,43,0,False,67203,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,372781000,0,0.0,12.4,True,67.262367,15.74005,321.0,324,42,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.1,True,69.78694,14.626385,130.7,128,43,0,False,67212,,,,,,,,,,,,,,,,,
AIVDM,Palau,1,0,511101414,0,2.0,12.0,False,73.30572,15.441933,327.0,328,42,0,False,180434,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015484,0,0.0,12.5,False,71.080245,15.111578,125.0,125,42,0,False,49374,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,0.0,14.4,False,69.616797,15.049722,140.9,141,42,0,False,24644,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.8,True,72.931298,15.276138,172.5,178,45,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019669,0,-0.0,11.8,True,69.550092,14.91058,135.1,135,43,0,False,49612,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538008997,0,0.0,11.7,False,73.063838,15.172063,346.9,347,43,0,False,2282,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,371290000,0,0.0,13.9,True,69.182243,14.494687,218.0,220,46,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431126000,0,0.0,12.0,False,69.977027,18.6154,157.0,156,46,0,False,24644,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.5,True,72.931298,15.276138,175.9,178,45,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004121,0,0.0,11.3,False,72.086135,15.495372,334.4,332,44,0,False,82394,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,0,630001194,0,0.0,16.1,True,72.977677,15.72366,168.3,168,46,0,False,133287,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,3,0,538006490,0,0.0,11.0,False,72.43872,15.050417,150.7,148,11,0,False,82557,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931302,15.276108,173.4,179,46,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.6,False,72.030567,15.941982,147.6,148,7,0,False,2288,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419740000,0,0.0,12.7,True,72.493017,14.183867,139.0,139,48,0,False,49695,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019156,0,0.0,10.3,False,67.917502,14.705095,320.0,323,42,0,False,82266,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477174300,0,0.0,12.0,False,66.06216,17.071228,139.0,137,48,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Netherlands Antilles,1,0,306213000,0,0.0,12.5,False,70.625837,16.338288,313.4,316,8,0,False,198396,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,-1.0,15.4,False,70.924698,18.401028,115.8,116,46,0,False,2250,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004122,8,0.0,10.7,False,73.762833,13.938833,138.0,137,47,0,False,49650,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352898749,0,6.0,10.7,False,70.327412,15.01001,134.1,135,48,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001470,0,0.0,11.4,False,73.575013,14.028417,340.8,340,47,0,False,13,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020930,0,0.0,10.9,False,74.832687,11.955088,340.9,342,46,0,False,2244,,,,,,,,,,,,,,,,,
AIVDM,Netherlands Antilles,1,1,306213000,0,0.0,12.5,False,70.625837,16.338288,313.4,316,8,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931302,15.276078,173.7,179,47,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001019,0,0.0,12.4,False,72.060607,16.07928,153.8,151,48,0,False,2214,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,1,215217000,0,-1.0,15.4,False,70.924698,18.401028,115.8,116,46,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001541,0,-2.0,13.4,True,72.972098,15.317797,342.7,343,48,0,False,49712,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636024494,0,2.0,12.0,True,73.19609,14.936475,336.3,336,26,0,False,100128,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,-2.0,13.4,True,72.972098,15.317797,342.7,343,48,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,-2.0,13.4,True,72.972098,15.317797,342.7,343,48,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931298,15.276047,172.9,179,48,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352002071,0,0.0,11.5,False,73.680972,14.437745,343.8,343,47,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440438000,0,0.0,11.9,False,73.856567,13.931967,347.0,347,48,0,False,34615,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,0,212546000,0,0.0,11.0,False,70.350465,17.444657,126.1,125,47,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,0.0,14.4,True,72.943217,14.175883,131.0,131,49,0,False,49942,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,0,235335000,0,0.0,16.3,True,71.780103,16.52408,152.9,150,44,0,False,100176,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.9,True,72.931297,15.276017,171.7,179,49,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003951,0,0.0,12.6,True,70.800833,15.905633,319.0,320,50,0,False,2247,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419900757,3,-128.0,0.0,False,71.45518,19.019078,177.1,511,51,0,False,82185,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003860,9,-128.0,0.0,True,70.674932,18.362518,360.0,511,50,0,True,2226,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001453,0,0.0,11.1,False,72.735245,16.460353,333.4,336,48,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001453,0,0.0,11.1,False,72.735245,16.460353,333.4,336,48,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,0.0,14.4,False,69.617055,15.049417,140.9,141,48,0,False,49504,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,257394000,0,0.0,13.0,True,73.055517,14.6069,340.0,341,50,0,False,34672,,,,,,,,,,,,,,,,,
AIVDM,Comoros,1,0,620999949,0,0.0,11.9,False,67.444827,20.85622,119.9,119,49,0,False,34673,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,373562000,0,0.0,10.8,True,74.071013,14.02147,346.6,345,41,0,False,2233,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,0,210540000,0,0.0,12.8,True,69.428132,18.995587,298.0,297,49,0,False,49574,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931293,15.275985,174.5,179,50,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,1,257394000,0,0.0,13.0,True,73.055517,14.6069,340.0,341,50,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477833400,0,0.0,11.4,True,67.848912,14.659982,140.6,140,50,0,False,2253,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.1,True,69.78738,14.626012,130.5,128,50,0,False,100237,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636022636,0,2.0,8.6,False,72.545458,18.299232,348.8,349,51,0,False,115475,,,,,,,,,,,,,,,,,
AIVDM,Singapore,3,0,566510000,0,1.0,14.0,True,72.85783,16.113058,343.3,345,51,0,False,6849,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419000780,8,-127.0,8.2,True,72.594747,16.228078,316.0,313,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.93129,15.275952,174.4,179,51,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018102,0,0.0,12.3,False,72.934067,14.377183,155.1,153,53,0,False,2220,,,,,,,,,,,,,,,,,
AIVDM,Barbados,1,0,314876000,0,0.0,11.6,True,70.158788,13.806015,66.2,67,49,0,False,82269,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636093197,0,1.0,11.1,False,71.260043,20.066932,278.7,283,53,0,False,82523,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,0,630001194,0,0.0,16.0,True,72.977772,15.723217,168.0,168,52,0,False,198569,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,1,440163000,8,0.0,12.8,True,71.175338,15.830717,136.4,139,49,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538007463,0,0.0,11.9,False,71.816788,15.63537,336.2,336,51,0,False,2262,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538009790,0,0.0,11.1,True,72.114417,15.21905,326.0,328,51,0,False,82303,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,229716000,0,0.0,12.3,False,72.470433,13.965083,318.3,321,49,0,False,2286,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,1,538007463,0,0.0,11.9,False,71.816788,15.63537,336.2,336,51,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931288,15.275923,173.8,179,52,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.6,False,72.030885,15.9415,147.4,148,13,0,False,2261,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352003212,0,0.0,10.7,False,74.088617,13.452633,338.0,339,52,0,False,2261,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015170,0,-2.0,10.3,False,70.934423,17.122543,85.2,86,54,0,False,133304,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419000298,0,0.0,7.8,True,72.509117,19.101042,350.2,349,54,0,True,100307,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538005426,3,0.0,9.5,False,73.181227,13.95051,63.1,63,54,0,False,67545,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,1,636015170,0,-2.0,10.3,False,70.934423,17.122543,85.2,86,54,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,372781000,0,0.0,12.3,True,67.261983,15.7405,321.0,325,52,0,False,2235,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.5,True,72.93129,15.275892,174.3,179,53,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019669,0,0.0,11.8,True,69.550487,14.910188,135.2,135,52,0,False,49613,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,5,0,538003860,,,,,,,,,,,,,2,8754619,V7TQ5,JINDAL SUPREME,90,20,30,25,25,15,0,0,0,0,0.0,,False
AIVDM,Malta,1,0,215217000,0,3.0,15.4,False,70.925105,18.40084,115.7,116,52,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563286100,0,0.0,0.5,False,68.584678,21.497233,204.1,259,55,0,False,49445,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.9,True,72.931292,15.275862,170.1,179,54,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,0,235335000,0,0.0,16.3,True,71.780283,16.523743,152.8,150,49,0,False,81991,,,,,,,,,,,,,,,,,
AIVDM,Palau,1,0,511101414,0,13.0,12.0,False,73.305407,15.442398,327.0,328,52,0,False,165908,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015484,0,0.0,12.5,False,71.080763,15.111195,124.8,125,53,0,False,2226,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,1,235335000,0,0.0,16.3,True,71.780283,16.523743,152.8,150,49,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,0.0,14.4,True,72.943533,14.175617,132.0,131,55,0,False,24644,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931295,15.275832,174.3,180,55,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,0.0,14.4,False,69.617272,15.04916,140.8,141,53,0,False,67634,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538006490,0,0.0,11.0,False,72.438953,15.050008,150.5,148,20,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538008997,0,0.0,11.7,False,73.063698,15.172648,346.7,347,54,0,False,2275,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.1,True,69.787753,14.625708,130.5,128,56,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001019,0,0.0,12.4,False,72.060807,16.078863,153.8,151,56,0,False,67669,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004121,0,0.0,11.2,False,72.085885,15.495903,335.1,332,55,0,False,100438,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.8,True,72.931297,15.275803,174.1,180,56,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003862,0,0.0,11.6,True,70.456232,14.071287,313.4,315,56,0,False,82627,,,,,,,,,,,,,,,,,
AIVDM,Netherlands Antilles,3,0,306213000,0,0.0,12.5,False,70.625397,16.33869,313.5,316,18,0,False,143345,,,,,,,,,,,,,,,,,
AIVDM,Bangladesh,1,0,405000348,0,0.0,13.4,False,70.805218,18.280298,265.0,265,32,0,False,165995,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,371290000,0,0.0,13.9,True,69.181787,14.49413,218.0,220,57,0,False,100467,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001470,0,0.0,11.4,False,73.57486,14.028878,342.0,340,56,0,False,67706,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931295,15.275777,176.0,180,57,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004122,8,0.0,10.7,False,73.763167,13.9385,138.0,137,57,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020364,0,0.0,12.3,True,72.483597,14.216548,141.3,140,56,0,False,67712,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419740000,0,0.0,12.7,True,72.493417,14.183417,139.0,139,58,0,False,100481,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352898749,0,5.0,10.7,False,70.327778,15.009655,134.8,135,59,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477174300,0,0.0,12.0,False,66.062578,17.07075,139.3,137,59,0,False,2215,,,,,,,,,,,,,,,,,
AIVDM,Singapore,3,1,566510000,0,0.0,14.0,True,72.857717,16.113427,343.2,345,57,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419740000,0,0.0,12.7,True,72.493417,14.183417,139.0,139,58,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,0,209559000,0,0.0,17.7,True,64.73632,16.040773,31.8,32,57,0,False,2240,,,,,,,,,,,,,,,,,
AIVDM,Singapore,3,1,566510000,0,0.0,14.0,True,72.857717,16.113427,343.2,345,57,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019156,0,0.0,10.3,False,67.91716,14.705508,320.7,323,53,0,False,34968,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,258105000,0,0.0,12.6,True,69.624167,15.16255,133.0,134,57,0,False,114823,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.4,True,72.931295,15.275747,178.9,180,58,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352002071,0,0.0,11.5,False,73.680832,14.43821,343.8,343,56,0,False,49856,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001541,0,-1.0,13.4,True,72.9719,15.318393,342.4,343,58,0,False,34979,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,-1.0,13.4,True,72.9719,15.318393,342.4,343,58,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,-1.0,13.4,True,72.9719,15.318393,342.4,343,58,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.6,False,72.031153,15.941085,147.6,148,19,0,False,115342,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419228000,0,-8.0,6.1,False,72.834977,17.649172,338.5,343,58,0,False,34998,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003951,0,0.0,12.6,True,70.800517,15.906,319.0,320,58,0,False,67769,,,,,,,,,,,,,,,,,
AIVDM,Singapore,3,1,563120300,0,0.0,11.6,True,73.228507,15.883833,330.7,330,0,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.8,True,72.931293,15.275718,174.1,180,59,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636022636,0,-4.0,8.6,False,72.545387,18.299545,347.9,350,59,0,False,24644,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,257394000,0,0.0,13.0,True,73.055333,14.607417,340.0,341,59,0,False,16456,,,,,,,,,,,,,,,,,
AIVDM,Malta,3,0,215217000,0,-2.0,15.4,False,70.92551,18.400652,115.9,116,58,0,False,26979,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419900757,3,-128.0,0.0,False,71.455162,19.019098,177.1,511,0,0,False,98311,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636024494,0,3.0,12.0,True,73.195823,14.937095,337.4,336,38,0,False,24648,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636021737,0,0.0,11.0,True,70.1892,14.244967,309.0,310,59,0,False,24648,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,1,257394000,0,0.0,13.0,True,73.055333,14.607417,340.0,341,59,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001453,0,0.0,11.0,False,72.734982,16.460828,333.6,336,58,0,False,32783,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,1,257394000,0,0.0,13.0,True,73.055333,14.607417,340.0,341,59,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440163000,8,0.0,12.8,True,71.175717,15.83033,136.5,139,58,0,False,82151,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001453,0,0.0,11.0,False,72.734982,16.460828,333.6,336,58,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001453,0,0.0,11.0,False,72.734982,16.460828,333.6,336,58,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931297,15.27569,174.0,180,0,0,True,0,,,,,,,,,,,,,,,,,
