sentence_type,country,msg_type,repeat,mmsi,status,turn,speed,accuracy,lon,lat,course,heading,second,maneuver,raim,radio,ais_version,imo,callsign,shipname,ship_type,to_bow,to_stern,to_port,to_starboard,epfd,month,day,hour,minute,draught,destination,dte
AIVDM,Singapore,1,0,563361000,0,0.0,17.8,False,72.021043,15.956503,147.6,148,38,0,False,66218,,,,,,,,,,,,,,,,,
AIVDM,Panama,5,0,352002071,,,,,,,,,,,,,2,9663324,3E3760,SILVER,70,152,28,20,10,1,10,14,18,0,10.7,IN BOM,False
AIVDM,Marshall Islands,1,0,538003951,0,0.0,12.6,True,70.809233,15.896233,318.0,320,18,0,False,98989,,,,,,,,,,,,,,,,,
AIVDM,Netherlands Antilles,1,0,306213000,0,0.0,12.5,False,70.635072,16.329847,313.5,316,39,0,False,245921,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931258,15.28218,175.6,180,18,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,3,0,419001541,0,-2.0,13.5,True,72.976473,15.305265,340.2,341,18,0,False,77325,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419740000,0,0.0,12.7,True,72.484867,14.19325,139.0,139,19,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440438000,0,0.0,11.9,False,73.85905,13.9205,349.0,349,17,0,False,99013,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001470,0,0.0,11.3,False,73.578653,14.01791,342.7,340,18,0,False,82087,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004122,8,0.0,10.8,False,73.755667,13.946833,138.0,137,17,0,False,33487,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,0.0,14.3,True,72.932367,14.185183,129.0,132,19,0,False,33488,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419900757,3,-128.0,0.0,False,71.455232,19.019168,177.1,511,20,0,False,33490,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538008383,0,0.0,10.4,False,68.508,17.076237,141.0,138,18,0,False,2215,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,0,235335000,0,0.0,16.3,True,71.772562,16.538315,153.1,150,13,0,False,2245,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.8,True,72.931263,15.282148,175.6,180,19,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352898749,0,-5.0,10.7,False,70.319727,15.017372,134.0,134,20,0,False,2195,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636024494,0,-2.0,12.0,True,73.200775,14.925717,336.7,335,58,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,373562000,0,0.0,10.8,True,74.072943,14.011338,349.3,349,10,0,False,2261,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,-0.0,14.4,False,69.60781,15.060378,140.9,141,17,0,False,2269,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001425,0,0.0,1.7,False,72.321467,18.667992,159.1,141,17,0,False,82668,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003860,9,-128.0,0.0,True,70.674937,18.362512,360.0,511,20,0,True,49335,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636021737,0,0.0,11.1,True,70.198267,14.2377,309.0,310,18,0,False,99066,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001453,0,0.0,11.1,False,72.740152,16.450675,333.2,336,19,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Comoros,1,0,620999949,0,4.0,12.0,False,67.433833,20.86197,118.5,119,18,0,False,49176,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931262,15.28212,178.0,180,20,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018320,0,4.0,0.7,True,72.602505,18.067155,234.7,291,19,0,False,133317,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636022636,0,-1.0,8.6,False,72.547053,18.2909,349.2,350,60,0,False,115461,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,257394000,0,0.0,12.9,True,73.060033,14.594917,337.0,339,21,0,False,24632,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931257,15.282092,178.2,180,21,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.2,True,69.774258,14.637037,130.8,128,20,0,False,33578,,,,,,,,,,,,,,,,,
AIVDM,Barbados,1,0,314876000,0,0.0,11.6,True,70.148102,13.801422,66.6,67,18,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015170,0,-1.0,10.2,False,70.923933,17.121728,84.7,86,22,0,False,133313,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419000298,0,0.0,7.7,True,72.510423,19.093538,349.5,349,22,0,True,24632,,,,,,,,,,,,,,,,,
AIVDM,Greece,1,0,241959000,0,-0.0,13.2,False,67.552888,19.049038,316.2,319,20,0,False,33598,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,1,636015170,0,-1.0,10.2,False,70.923933,17.121728,84.7,86,22,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018102,0,0.0,12.3,False,72.92887,14.388202,154.6,153,23,0,False,99141,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,0,630001194,0,0.0,16.2,True,72.974592,15.738717,169.0,168,22,0,False,213469,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931255,15.282063,178.1,180,22,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,566510000,0,-1.0,13.7,True,72.86171,16.100072,346.1,346,22,0,False,49812,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,1,630001194,0,0.0,16.2,True,72.974592,15.738717,169.0,168,22,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538009790,0,0.0,11.1,True,72.1206,15.21,325.0,328,22,0,False,33626,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,1,538010120,0,0.0,15.1,False,70.447777,17.541312,149.8,147,20,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563286100,0,0.0,0.6,False,68.584968,21.497767,203.6,259,24,0,False,82214,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.5,True,72.93126,15.28204,179.1,180,23,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538007463,0,0.0,11.9,False,71.821605,15.624702,336.4,337,22,0,False,49702,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,249690000,0,0.0,13.1,True,69.844095,13.865668,154.1,153,20,0,False,33657,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.7,False,72.021315,15.956087,147.8,148,44,0,False,82567,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019669,0,0.0,11.7,True,69.542155,14.918398,135.3,135,22,0,False,49591,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636023027,0,0.0,17.7,False,73.221095,11.679545,314.3,314,22,0,False,213091,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,229716000,0,-0.0,12.3,True,72.478392,13.955825,319.1,321,20,0,False,99209,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,3.0,15.4,False,70.910893,18.407417,115.4,116,22,0,False,99212,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931262,15.282008,175.8,180,24,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563180800,0,-1.0,15.7,False,69.820213,19.468068,298.3,299,23,0,False,82152,,,,,,,,,,,,,,,,,
AIVDO,Unknown,5,0,987654321,,,,,,,,,,,,,2,9190676,ACD,U 471,35,0,0,0,0,15,0,0,24,60,0.0,,False
AIVDO,Unknown,1,0,987654321,0,0.0,6.8,True,72.931267,15.28198,175.7,180,25,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477083600,0,0.0,12.0,False,69.820085,15.238012,323.8,324,26,0,False,33726,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,0.0,14.3,True,72.932733,14.184883,129.0,132,26,0,False,99269,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,-0.0,14.4,False,69.608077,15.060065,140.8,141,23,0,False,66503,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004121,0,0.0,11.2,False,72.090835,15.485893,334.0,331,24,0,False,24632,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931263,15.281948,176.7,180,26,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431126000,0,0.0,11.9,False,69.972425,18.625648,156.3,156,27,0,False,82233,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,1,477920300,0,0.0,9.1,True,72.89365,16.82935,352.0,353,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,1,431126000,0,0.0,11.9,False,69.972425,18.625648,156.3,156,27,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.2,True,69.774633,14.636717,131.3,128,26,0,False,2265,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931263,15.281915,177.5,180,27,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001019,0,0.0,12.4,False,72.05526,16.0897,152.4,151,27,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538006490,0,0.0,11.0,False,72.433568,15.059248,150.7,148,52,0,False,115177,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001470,0,0.0,11.3,False,73.578513,14.018313,342.5,340,26,0,False,66582,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419740000,0,0.0,12.7,True,72.48525,14.192783,139.0,139,28,0,False,33831,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931263,15.281882,176.8,180,28,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019156,0,0.0,10.3,False,67.923758,14.697727,319.5,323,23,0,False,99372,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001541,0,2.0,13.5,True,72.976257,15.305855,340.2,341,28,0,False,66611,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020364,0,0.0,12.3,True,72.475953,14.225943,141.1,140,27,0,False,33849,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004122,8,0.0,10.8,False,73.756,13.946333,138.0,137,28,0,False,99390,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636023027,0,1.0,17.8,False,73.220793,11.679835,314.5,314,27,0,False,213090,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,2.0,13.5,True,72.976257,15.305855,340.2,341,28,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,2.0,13.5,True,72.976257,15.305855,340.2,341,28,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352898749,0,-4.0,10.7,False,70.320095,15.017023,133.8,134,30,0,False,24632,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,7.0,True,72.931267,15.28185,173.5,180,29,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003860,9,-128.0,0.0,True,70.674938,18.362505,360.0,511,29,0,True,82103,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419900757,3,-128.0,0.0,False,71.455215,19.019145,177.1,511,30,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.8,False,72.02164,15.9556,147.6,148,50,0,False,33894,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,1.0,15.4,False,70.9113,18.407232,115.5,116,28,0,False,33903,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931267,15.281823,174.9,180,30,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,563120300,0,0.0,11.6,True,73.234228,15.873998,331.4,330,30,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636024494,0,-2.0,12.1,True,73.200555,14.926237,337.3,335,8,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,1,215217000,0,1.0,15.4,False,70.9113,18.407232,115.5,116,28,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,373562000,0,0.0,10.8,True,74.072845,14.011897,349.8,349,21,0,False,82433,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563180800,0,1.0,15.7,False,69.819805,19.46827,298.0,299,29,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,0.0,14.3,True,72.932983,14.184667,129.0,132,31,0,False,2279,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,257394000,0,0.0,13.0,True,73.0598,14.595483,337.0,340,31,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018102,0,0.0,12.3,False,72.92912,14.387682,154.9,153,32,0,False,24632,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931268,15.281793,175.1,180,31,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477833400,0,0.0,11.4,True,67.840925,14.669308,139.9,139,30,0,False,33949,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636022636,0,1.0,8.6,False,72.546963,18.291372,349.3,350,31,0,False,66729,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419000780,8,0.0,8.3,True,72.600552,16.222835,315.3,316,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419000780,8,0.0,8.3,True,72.600552,16.222835,315.3,316,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Greece,1,0,241959000,0,0.0,13.2,False,67.552443,19.049478,316.0,319,30,0,False,66735,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440163000,8,0.0,12.7,True,71.166893,15.83929,135.9,139,29,0,False,49371,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.93127,15.281768,176.1,180,32,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,566510000,0,-1.0,13.7,True,72.861538,16.100753,345.6,346,32,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,0,210540000,0,-0.0,12.7,True,69.439208,18.990063,297.0,297,30,0,False,2248,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,566510000,0,-1.0,13.7,True,72.861538,16.100753,345.6,346,32,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,0.0,14.4,False,69.608388,15.059698,140.7,141,30,0,False,2239,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538007463,0,-0.0,11.9,False,71.821393,15.625162,336.6,337,31,0,False,99541,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,1,636015170,0,2.0,10.2,False,70.924477,17.121772,84.8,86,33,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419000298,0,0.0,7.7,True,72.510365,19.09391,350.2,350,34,0,True,24632,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538005426,3,0.0,9.4,False,73.173193,13.946403,62.9,63,34,0,False,114823,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931273,15.281737,176.9,180,33,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,1,538007463,0,-0.0,11.9,False,71.821393,15.625162,336.6,337,31,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,1,538007463,0,-0.0,11.9,False,71.821393,15.625162,336.6,337,31,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019669,0,0.0,11.7,True,69.5426,14.917975,135.2,135,32,0,False,49591,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,229716000,0,0.0,12.2,True,72.477977,13.956302,319.0,321,30,0,False,49472,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,372781000,0,0.0,12.4,True,67.269583,15.731317,320.0,324,30,0,False,2257,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538009790,0,0.0,11.1,True,72.120267,15.210483,326.0,328,33,0,False,34052,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.9,True,72.931273,15.281703,174.6,180,34,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,5,0,538003951,,,,,,,,,,,,,0,9353797,V7UH6,PLATA SOUTH,80,282,51,30,30,1,10,19,12,0,11.0,BASRAH,False
AIVDM,Guinea-Bissau,1,1,630001194,0,0.0,16.1,True,72.974767,15.737825,170.1,168,34,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015484,0,0.0,12.6,False,71.070905,15.1179,125.3,124,32,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477083600,0,-0.0,11.9,False,69.819755,15.23847,324.3,324,36,0,False,49495,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931273,15.281675,177.6,180,35,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.8,False,72.021918,15.955182,147.6,148,56,0,False,99657,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931273,15.281645,176.8,180,36,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538008997,0,0.0,11.7,False,73.066035,15.16203,348.7,348,34,0,False,2224,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,-1.0,15.4,False,70.911708,18.407047,115.3,116,34,0,False,82511,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538006490,0,0.0,11.0,False,72.433795,15.058845,150.7,148,1,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020364,0,0.0,12.3,True,72.476253,14.225582,141.1,140,35,0,False,2275,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419740000,0,0.0,12.7,True,72.4856,14.192383,139.0,139,38,0,False,66930,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931275,15.281617,172.6,180,37,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,0,235335000,0,0.0,16.3,True,71.773207,16.537103,153.0,150,31,0,False,66944,,,,,,,,,,,,,,,,,
AIVDM,Norway,5,0,257394000,,,,,,,,,,,,,0,9401855,LAGO8,CYGNUS,0,156,27,20,12,1,10,14,14,30,10.3,MUMBAI JNPT,False
AIVDM,Panama,1,0,352004121,0,0.0,11.2,False,72.090545,15.486463,333.6,331,36,0,False,49614,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,-0.0,14.4,False,69.608608,15.059437,140.8,141,35,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020930,0,0.0,10.9,False,74.835835,11.945957,340.9,342,36,0,False,49213,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352002071,0,0.0,11.5,False,73.683787,14.427803,344.2,343,35,0,False,66957,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001019,0,0.0,12.4,False,72.055533,16.089183,153.3,151,37,0,False,2232,,,,,,,,,,,,,,,,,
AIVDM,Norway,5,1,257394000,,,,,,,,,,,,,0,9401855,LAGO8,CYGNUS,0,156,27,20,12,1,10,14,14,30,10.3,MUMBAI JNPT,False
AIVDM,Vietnam,1,0,574005600,0,0.0,14.4,True,72.93335,14.184367,129.0,132,38,0,False,99731,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003862,0,0.0,11.7,True,70.464168,14.063758,314.1,315,38,0,False,34195,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004122,8,0.0,10.8,False,73.756167,13.946,138.0,136,36,0,False,34196,,,,,,,,,,,,,,,,,
AIVDM,Norway,5,1,257394000,,,,,,,,,,,,,0,9401855,LAGO8,CYGNUS,0,156,27,20,12,1,10,14,14,30,10.3,MUMBAI JNPT,False
AIVDM,Netherlands Antilles,1,0,306213000,0,0.0,12.5,False,70.634195,16.330655,313.7,316,59,0,False,180385,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.5,True,72.931278,15.281587,175.8,180,38,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001470,0,0.0,11.3,False,73.578347,14.018863,342.2,340,37,0,False,34210,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636017088,0,-1.0,11.7,True,69.468297,15.013957,310.6,311,35,0,False,2275,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352898749,0,-6.0,10.7,False,70.320462,15.01667,134.0,134,39,0,False,2278,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477174300,0,0.0,12.0,False,66.055145,17.079405,140.8,137,39,0,False,82172,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019156,0,-0.0,10.3,False,67.923442,14.698105,320.0,323,33,0,False,66987,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,0,212546000,0,0.0,11.0,True,70.342267,17.450402,126.0,125,37,0,False,66991,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.2,True,69.775335,14.636137,130.9,128,37,0,False,34224,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001541,0,-1.0,13.4,True,72.976018,15.306502,340.4,341,38,0,False,49707,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,7.0,True,72.931282,15.281558,171.2,180,39,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,-1.0,13.4,True,72.976018,15.306502,340.4,341,38,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440438000,0,0.0,11.9,False,73.858817,13.921583,348.0,349,37,0,False,67037,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931282,15.28153,176.4,180,40,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636024494,0,1.0,12.0,True,73.200332,14.926755,336.6,335,18,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,373562000,0,0.0,10.8,True,74.072753,14.012402,349.9,350,31,0,False,67062,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003860,9,-128.0,0.0,True,70.67494,18.362502,360.0,511,40,0,True,114870,,,,,,,,,,,,,,,,,
AIVDM,Greece,1,0,241959000,0,1.0,13.2,False,67.552045,19.04988,316.2,319,39,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,257394000,0,0.0,12.9,True,73.05955,14.5961,338.0,340,41,0,False,99846,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,1,630001194,0,0.0,16.3,True,72.974872,15.737305,168.7,168,41,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.6,True,72.931282,15.2815,176.5,180,41,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636021737,0,0.0,11.0,True,70.1974,14.2384,309.0,310,40,0,False,2178,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.7,False,72.022145,15.954833,147.7,148,1,0,False,34323,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018102,0,0.0,12.3,False,72.92937,14.38716,154.9,153,42,0,False,67099,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419000780,8,-127.0,8.3,True,72.60026,16.223102,313.9,312,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,5,0,477833400,,,,,,,,,,,,,2,9912000,VRUQ2,NEW ADEN,80,276,57,34,26,1,10,29,5,0,20.5,CNNBG,False
AIVDM,Hong Kong,3,0,477833400,0,0.0,11.4,True,67.84137,14.668793,140.0,139,41,0,False,84893,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.93128,15.281472,177.0,180,42,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,566510000,0,-2.0,13.8,True,72.861383,16.10137,345.4,346,42,0,False,34353,,,,,,,,,,,,,,,,,
AIVDM,Barbados,1,0,314876000,0,0.0,11.6,True,70.149168,13.801875,66.4,67,39,0,False,34357,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,2.0,15.4,False,70.912113,18.406862,115.5,116,40,0,False,2246,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563286100,0,0.0,0.5,False,68.584938,21.497715,203.4,259,43,0,False,34381,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,1,235335000,0,0.0,16.3,True,71.773387,16.536765,153.0,150,36,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.7,True,72.931283,15.281442,176.7,180,43,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538007463,0,0.0,11.9,False,71.821142,15.625718,336.4,337,42,0,False,99930,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015170,0,-0.0,10.2,False,70.924975,17.121803,85.1,86,44,0,False,198234,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538009790,0,0.0,11.1,True,72.12,15.210867,326.0,328,42,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,0.0,14.3,True,72.933617,14.18415,130.0,132,43,0,False,34399,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477242800,0,0.0,13.7,True,67.052928,16.053055,142.3,141,41,0,False,24632,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019669,0,0.0,11.7,True,69.543007,14.917593,135.1,135,42,0,False,2296,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,229716000,0,-0.0,12.3,True,72.477602,13.956738,319.2,321,40,0,False,24632,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,7.0,True,72.931288,15.28141,172.6,180,44,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015484,0,0.0,12.6,False,71.071398,15.117573,123.6,124,42,0,False,99987,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477083600,0,0.0,12.0,False,69.819447,15.238878,324.2,324,45,0,False,24632,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.8,True,72.931293,15.281378,174.9,180,45,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431126000,0,0.0,11.9,False,69.972852,18.62468,156.8,156,46,0,False,67260,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,6.8,True,72.931293,15.281348,174.4,180,46,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,1,477867700,0,0.0,12.2,True,70.6142,17.249583,335.0,338,45,0,True,0,,,,,,,,,,,,,,,,,
